Attrition_Flag,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Total_Revolving_Bal,Contacts_Count_12_mon,Avg_Utilization_Ratio,Total_Trans_Amt,Months_Inactive_12_mon,Total_Relationship_Count,Total_Amt_Chng_Q4_Q1
1,71,0.614,0,4,0.0,4075,3,4,0.939
0,42,0.4,316,0,0.175,2252,3,3,0.494
0,46,0.484,2076,4,0.454,2720,2,6,0.839
0,45,0.364,2517,2,0.88,1544,3,4,0.38
1,81,0.62,0,2,0.0,3706,3,6,0.746
1,68,1.125,1020,4,0.447,3687,3,3,0.944
0,43,0.72,228,3,0.112,2572,3,3,0.904
1,91,0.936,1549,2,0.618,4747,3,6,0.752
1,87,0.673,735,3,0.511,4220,2,5,0.762
1,80,0.667,2195,1,0.897,4544,5,6,0.717
1,72,0.5,814,4,0.566,4217,2,5,0.675
1,82,0.783,1514,4,0.139,5089,3,3,0.879
0,45,0.5,2199,4,0.289,2164,2,4,0.633
0,33,0.375,2412,2,0.826,2612,3,5,0.823
1,78,0.472,0,3,0.0,4429,2,4,0.428
1,61,0.649,1094,3,0.5,4222,2,4,0.843
1,85,0.932,2517,3,0.762,4613,2,3,0.785
1,81,0.841,2330,1,0.075,3821,2,3,0.65
1,78,0.625,2424,0,0.94,4077,2,5,0.517
0,45,0.5,0,3,0.0,2585,3,5,0.905
1,66,0.784,468,2,0.154,4172,3,3,0.553
1,91,0.596,0,2,0.0,4692,2,4,0.756
1,80,0.633,1824,4,0.699,4232,2,6,0.711
1,79,0.756,1398,2,0.629,3960,3,5,0.785
0,47,0.621,2517,4,0.756,2196,3,3,0.553
0,42,0.105,1002,2,0.411,1533,2,2,0.061
1,76,0.9,1307,2,0.134,4043,2,3,0.803
1,90,0.8,2150,0,0.916,4592,1,4,0.666
1,78,0.902,0,3,0.0,3969,6,3,0.651
0,39,0.444,0,4,0.0,3151,2,3,0.949
1,79,0.549,0,4,0.0,3692,3,4,0.583
1,50,1.083,786,4,0.159,3822,1,3,0.833
0,44,0.517,0,2,0.0,2533,1,6,0.82
1,77,0.711,2010,3,0.649,3901,3,6,0.668
1,58,0.812,0,1,0.0,4470,3,4,0.599
1,86,0.654,1722,2,0.789,5377,2,6,0.937
1,68,1.061,1430,2,0.103,3856,3,3,0.772
1,84,0.585,994,2,0.094,4623,3,6,0.786
1,78,0.95,2446,2,0.823,3769,3,3,0.612
0,41,0.464,0,4,0.0,2438,2,5,0.66
1,64,0.73,1465,2,0.677,3672,3,3,0.622
0,35,0.591,0,2,0.0,2308,2,5,0.504
1,65,0.548,1016,4,0.066,2916,3,6,0.709
1,67,0.675,1498,2,0.494,4275,2,6,0.903
1,59,0.788,1042,1,0.525,4303,2,4,0.593
1,66,1.0,1517,1,0.33,3520,3,4,1.292
0,53,0.656,2384,4,0.887,1941,3,5,0.365
1,73,0.622,829,4,0.088,5783,1,5,0.515
1,59,0.844,780,2,0.542,4422,3,4,0.66
0,38,0.31,0,3,0.0,2092,2,4,0.529
1,59,0.553,2082,1,0.731,3672,2,3,0.787
1,83,0.566,1729,3,0.111,4396,2,4,0.843
1,68,0.7,1346,2,0.126,4054,3,3,0.639
0,36,0.5,0,4,0.0,1944,2,5,0.421
0,42,0.312,479,3,0.283,2349,3,6,0.838
0,42,0.312,0,6,0.0,2269,3,4,0.551
1,79,0.881,1587,2,0.621,4193,2,3,1.088
1,85,0.735,2517,2,0.883,4320,1,3,0.625
1,72,0.714,1300,4,0.145,4699,2,6,0.568
1,79,0.549,1536,1,0.221,3112,3,3,0.437
1,85,0.809,0,2,0.0,5039,2,6,0.917
1,82,0.864,1178,2,0.231,3819,3,4,0.912
1,93,0.755,1782,1,0.641,4669,3,3,0.853
1,80,0.86,1017,4,0.687,5245,1,3,1.008
1,76,0.652,0,3,0.0,3651,1,4,1.01
1,76,1.054,1425,1,0.517,3992,3,3,0.574
1,70,0.667,1519,2,0.263,4444,3,6,0.458
1,80,0.739,1103,3,0.182,3998,6,6,0.613
1,88,0.517,0,1,0.0,4712,3,3,0.53
1,70,0.707,839,3,0.406,4117,3,6,0.923
1,75,0.562,1973,3,0.806,4784,1,3,0.476
1,82,0.783,1627,2,0.538,4390,1,6,0.835
1,56,0.75,0,3,0.0,4047,1,5,0.543
1,81,0.588,0,4,0.0,4196,6,4,0.631
1,100,0.786,1274,4,0.177,4552,2,6,0.639
1,79,0.612,0,2,0.0,4497,4,3,0.584
0,29,0.261,0,2,0.0,1977,3,5,0.553
1,88,0.725,2517,4,0.647,4377,3,4,0.641
1,85,0.735,0,2,0.0,4660,2,3,0.708
0,52,0.486,0,2,0.0,1986,3,4,0.406
0,34,0.214,1744,2,0.155,1455,3,2,0.347
1,87,0.776,1681,3,0.621,4265,3,4,0.577
1,67,0.811,0,4,0.0,4578,2,4,0.543
1,66,0.65,633,4,0.211,5177,1,6,0.733
1,66,0.784,1184,4,0.15,3667,2,6,0.863
1,65,0.711,1885,2,0.315,4141,3,3,0.601
1,65,0.711,1907,2,0.259,4065,3,6,0.693
1,57,0.583,2415,3,0.793,3153,3,6,0.492
1,75,0.364,1871,1,0.054,4054,1,3,0.356
0,36,0.2,1424,3,0.11,2238,3,1,0.525
1,72,1.118,1259,1,0.071,3890,1,3,0.806
1,50,0.471,1505,4,0.497,2394,3,6,0.56
1,85,0.7,1656,2,0.182,4174,2,4,0.813
1,84,0.826,0,4,0.0,4488,1,6,0.827
1,80,0.905,1163,3,0.49,4769,1,3,0.917
0,43,0.344,0,2,0.0,1835,2,5,0.601
1,68,0.619,2026,0,0.774,4198,1,5,0.669
1,63,0.8,0,1,0.0,3921,2,3,0.584
1,59,0.639,1474,1,0.542,3542,2,4,0.71
1,61,0.488,1796,2,0.805,4929,1,6,0.637
0,36,0.385,1300,4,0.342,2165,3,3,0.627
1,85,0.977,993,3,0.363,4078,2,6,1.06
1,75,0.596,1250,1,0.554,4368,2,3,0.611
0,35,0.296,0,2,0.0,2492,3,5,0.885
0,28,0.474,2517,3,0.852,1909,2,4,0.619
1,62,0.722,1472,2,0.124,3291,3,6,0.413
1,88,0.66,0,4,0.0,4205,3,5,0.929
1,73,0.659,538,2,0.374,4093,2,6,0.675
1,74,0.51,743,2,0.267,4515,2,4,0.812
1,80,0.509,1539,4,0.622,4884,5,3,0.649
1,64,1.065,1596,4,0.283,3557,3,6,0.951
0,28,0.273,0,4,0.0,1902,2,1,0.501
1,88,0.725,2377,3,0.9,4780,3,3,0.829
1,68,0.889,1255,3,0.041,4435,6,5,0.788
1,70,0.591,1420,1,0.645,4256,6,6,0.762
0,39,0.857,0,4,0.0,2423,0,1,0.803
1,83,0.729,2517,2,0.287,4551,3,3,0.696
0,43,0.593,411,4,0.16,2423,3,3,0.833
1,92,0.586,1607,4,0.31,5235,3,3,0.874
1,82,0.783,0,2,0.0,4383,3,3,0.59
1,74,0.805,0,3,0.0,3847,5,3,0.922
1,60,0.818,0,4,0.0,3894,1,2,0.819
1,66,0.65,2022,4,0.706,3441,3,6,0.547
1,65,1.031,0,1,0.0,4795,2,6,0.636
1,57,1.478,1550,3,0.662,3406,2,3,0.656
1,75,0.705,1864,3,0.14,3851,1,6,0.603
1,72,0.636,0,3,0.0,4530,1,5,0.896
0,44,0.571,0,4,0.0,2242,3,4,0.481
1,56,0.931,2517,4,0.444,3382,1,3,0.704
0,24,0.263,2354,4,0.096,984,4,3,0.314
1,61,0.649,1268,1,0.647,4275,3,6,0.731
0,47,1.136,0,4,0.0,2461,2,3,0.743
0,41,0.519,2517,4,0.809,2367,2,5,0.646
1,93,0.898,720,3,0.183,4230,3,4,0.63
1,62,0.722,838,1,0.193,4770,1,5,0.593
1,96,0.548,1454,2,0.484,4378,2,5,0.595
0,40,0.739,544,2,0.378,2294,3,4,0.543
1,82,0.745,1053,1,0.414,4552,3,6,0.926
0,44,0.467,1014,2,0.419,2437,3,5,0.688
0,40,0.481,1211,4,0.841,2141,2,1,0.465
1,70,0.892,1146,0,0.044,3677,3,6,0.476
0,36,0.5,2312,4,0.919,2321,2,3,0.625
0,38,0.52,1047,2,0.287,1969,3,4,0.633
1,77,0.791,2123,2,0.959,4478,1,6,0.64
1,88,0.66,0,3,0.0,4101,3,5,0.52
1,96,0.524,1427,4,0.163,5347,1,3,0.829
1,69,0.568,0,1,0.0,4651,1,3,0.663
0,43,0.433,2517,2,0.618,2059,3,5,0.575
1,65,0.667,0,4,0.0,3477,2,5,0.793
1,65,0.667,949,4,0.66,4222,2,4,0.736
1,84,0.714,1151,3,0.178,4835,3,3,0.884
0,44,0.63,1411,1,0.723,2452,3,5,0.642
1,64,0.684,647,4,0.45,4803,5,6,0.889
1,78,0.814,0,2,0.0,4579,2,3,0.761
1,68,1.125,1811,2,0.804,4201,1,4,0.68
1,79,0.975,2031,3,0.857,4000,2,3,0.889
1,69,0.533,1988,2,0.762,4127,2,3,0.576
1,76,0.854,1787,3,0.779,3904,3,3,0.748
1,102,0.672,1659,4,0.328,4243,3,4,0.836
1,68,0.619,1452,2,0.601,3970,2,5,0.609
1,61,0.605,2049,3,0.702,3818,3,3,0.501
1,83,0.766,2271,4,0.839,4812,1,5,0.61
1,84,0.826,1739,4,0.474,4735,1,5,0.779
1,74,0.644,0,1,0.0,4591,3,3,0.71
0,42,0.448,0,4,0.0,1587,3,3,0.387
0,40,0.538,0,3,0.0,2466,3,4,0.854
1,67,0.914,2376,4,0.09,3586,2,5,0.583
1,80,0.667,0,3,0.0,4503,2,6,0.687
1,61,0.743,0,1,0.0,3749,2,6,0.758
1,62,0.59,751,2,0.486,4477,3,6,0.551
1,85,0.932,604,2,0.42,4469,2,6,0.771
1,75,0.667,1128,4,0.274,4446,3,4,0.587
1,72,0.714,0,0,0.0,3866,3,3,0.5
1,79,0.881,1368,2,0.083,4025,3,5,0.55
1,83,0.804,1680,4,0.718,4751,3,5,0.791
1,71,0.614,879,4,0.456,4385,3,5,0.536
0,29,0.381,931,4,0.315,2433,2,3,0.575
0,33,0.435,0,2,0.0,2775,3,4,0.906
1,72,0.565,1463,4,0.895,4397,1,5,0.873
1,61,1.033,2058,4,0.476,3421,1,4,0.835
1,75,0.562,2131,3,0.724,4554,3,6,0.597
1,68,0.581,1573,3,0.602,4899,3,4,0.902
1,63,0.853,0,3,0.0,3888,1,5,0.762
1,73,0.78,0,2,0.0,3380,2,5,0.784
1,70,0.667,1507,1,0.708,3655,1,4,0.636
1,37,0.762,2312,4,0.256,2229,2,6,0.561
1,73,0.622,1249,2,0.709,4410,2,5,0.936
0,19,0.188,0,4,0.0,1684,3,1,0.372
0,44,0.571,1477,3,0.75,2493,4,6,0.662
1,86,0.536,0,1,0.0,4200,3,6,0.921
1,76,0.617,1303,1,0.572,5101,3,3,0.645
1,54,0.862,1318,4,0.099,4548,2,6,1.063
1,90,0.731,2467,2,0.881,4926,2,5,0.701
1,60,0.538,0,1,0.0,3948,3,6,0.542
1,71,0.868,1011,4,0.345,5089,3,3,0.814
1,84,0.75,0,2,0.0,4584,3,6,0.804
1,73,0.659,2230,2,0.712,4412,1,4,0.78
1,92,0.769,2048,4,0.692,4056,3,4,0.913
0,47,0.516,1771,2,0.424,2554,3,3,0.711
1,90,0.698,642,2,0.261,4627,3,4,0.666
1,75,0.596,997,4,0.082,4284,3,5,0.811
1,75,0.974,604,1,0.266,4614,1,3,0.987
1,80,0.569,1445,4,0.208,3700,2,3,0.591
1,78,0.773,933,2,0.521,4120,6,3,0.821
1,80,0.905,901,2,0.326,4990,2,3,0.898
0,42,0.273,0,3,0.0,2473,2,6,0.663
1,84,0.615,1148,4,0.166,3485,1,3,0.649
0,55,0.833,0,3,0.0,2859,3,5,0.872
1,63,0.703,0,2,0.0,3878,2,5,0.802
1,88,0.833,1398,3,0.55,4698,2,5,0.635
1,71,0.578,0,2,0.0,3833,1,6,1.007
1,59,0.686,1391,1,0.161,4272,2,5,0.896
1,77,0.54,0,1,0.0,4152,3,6,0.704
1,93,0.86,2104,4,0.73,4486,3,3,0.857
0,47,0.424,1545,2,0.151,2513,3,4,0.581
1,82,0.608,0,4,0.0,4693,1,3,0.853
0,37,0.37,0,4,0.0,2512,2,3,0.66
1,70,0.556,1355,2,0.298,4011,4,5,0.48
1,72,0.756,2517,4,0.746,4209,2,4,0.729
1,75,0.667,0,2,0.0,3622,1,3,0.72
1,73,0.698,1305,2,0.54,4163,1,3,0.93
1,79,0.717,578,4,0.109,4509,2,3,0.931
1,85,0.518,1283,4,0.6,4785,1,3,0.645
0,41,0.708,896,4,0.484,2613,2,6,0.724
1,81,0.653,0,3,0.0,4806,3,4,0.782
1,81,0.8,1903,3,0.707,4567,1,6,0.824
1,74,0.805,1228,2,0.042,5041,3,5,0.722
0,43,0.433,2422,4,0.897,2599,5,4,0.773
1,67,0.634,1165,1,0.139,4142,2,6,0.888
1,64,0.829,2060,1,0.152,3702,3,4,0.729
1,74,0.721,2217,4,0.925,4593,2,4,0.978
1,78,0.625,2207,3,0.116,3835,3,5,0.625
1,88,0.692,1618,2,0.765,4518,2,3,0.664
1,65,0.806,729,4,0.449,4423,3,5,0.886
1,69,0.683,1959,1,0.76,4300,2,6,0.618
0,40,0.481,2080,4,0.412,2042,2,5,0.738
0,51,0.5,0,4,0.0,2707,3,4,0.871
1,72,0.6,921,3,0.321,4615,1,4,0.654
1,49,0.885,1835,3,0.188,4816,6,6,0.763
1,74,0.721,0,1,0.0,4326,1,5,0.791
1,84,0.953,1878,3,0.56,4578,2,6,0.725
1,67,0.811,0,2,0.0,4193,2,4,0.67
1,85,0.518,1161,0,0.451,4315,2,4,0.569
1,78,0.95,978,3,0.485,4379,2,4,0.736
0,36,0.333,2517,2,0.709,2665,2,4,0.865
0,47,0.621,238,3,0.102,2306,3,6,0.64
1,50,1.174,2136,4,0.843,3197,1,3,0.757
1,58,0.933,2055,2,0.531,5480,3,5,0.824
0,46,0.438,431,5,0.108,3098,1,5,0.887
1,85,0.604,1883,3,0.925,4802,2,6,0.955
1,74,0.762,1539,4,0.868,4087,3,4,0.893
1,86,0.686,1377,4,0.679,4014,2,6,0.838
0,50,0.471,0,2,0.0,2429,3,6,0.742
1,87,0.673,1619,2,0.55,5000,2,6,0.9
1,74,1.0,1547,2,0.669,4678,1,3,0.804
0,41,0.519,2517,1,0.598,2725,2,5,0.718
1,60,0.579,1493,3,0.239,4664,3,6,0.597
1,75,0.596,974,1,0.401,4344,1,3,0.677
1,79,0.795,1372,3,0.248,5266,2,5,0.744
1,82,1.0,2013,2,0.815,4384,3,4,0.97
1,62,0.824,603,1,0.185,4045,3,5,0.617
0,33,0.435,1327,5,0.785,2345,3,4,0.774
0,39,0.625,0,4,0.0,2060,2,3,0.544
1,72,1.0,1182,4,0.418,4583,4,3,0.902
1,71,0.821,2127,4,0.905,4278,2,4,0.703
1,78,0.66,2201,3,0.524,4385,1,6,0.714
1,82,0.64,0,2,0.0,4216,3,6,0.84
1,56,0.6,787,1,0.301,2955,3,4,0.298
1,65,0.625,2459,1,0.767,3852,2,6,0.696
1,74,0.574,802,3,0.153,3648,2,4,0.504
1,87,0.812,0,1,0.0,4162,2,6,0.781
1,75,0.744,755,3,0.525,4222,3,4,0.62
1,62,0.879,2517,4,0.337,4348,2,4,0.9
1,90,0.698,1805,2,0.366,4767,1,6,0.641
1,58,0.933,686,4,0.07,3068,2,4,0.581
1,73,0.659,2209,3,0.44,4908,1,6,0.66
1,80,0.667,0,3,0.0,4287,1,4,0.801
0,42,0.5,0,3,0.0,2287,3,6,0.553
1,75,1.027,1041,2,0.314,4264,5,5,0.923
0,46,0.278,811,3,0.564,2336,3,1,0.571
1,81,0.841,1740,4,0.711,4087,2,4,0.901
1,83,0.66,0,4,0.0,4496,2,4,0.793
0,50,0.923,0,1,0.0,2425,3,1,0.602
1,74,0.542,1460,2,0.637,4436,1,6,0.658
1,82,0.708,512,1,0.356,4791,1,3,0.776
0,39,0.444,0,3,0.0,2128,3,3,0.4
1,86,0.72,1018,0,0.598,4301,3,6,0.645
1,86,0.911,938,1,0.582,4087,1,5,0.601
1,79,0.646,0,1,0.0,4348,1,4,0.618
1,90,0.636,1940,0,0.678,4985,3,5,0.823
1,86,0.593,2323,4,0.71,4763,1,4,1.123
1,76,0.81,2517,4,0.94,3911,1,6,0.609
1,90,0.636,0,1,0.0,4277,2,3,0.572
1,68,0.889,0,1,0.0,4220,2,4,0.654
1,93,0.824,1349,1,0.22,4893,2,6,0.971
1,77,0.878,999,3,0.609,4597,1,4,0.811
1,71,0.578,1028,3,0.438,5125,1,5,0.469
1,73,0.622,0,2,0.0,4068,1,5,0.664
1,81,0.588,780,3,0.171,4816,3,5,0.658
1,88,0.956,1972,3,0.385,5146,6,5,0.835
1,81,0.929,598,2,0.056,4586,2,6,0.843
0,43,0.72,901,4,0.043,1835,3,2,0.371
1,85,0.735,981,1,0.138,4748,2,5,0.858
1,86,0.955,2379,4,0.983,4348,3,4,0.741
1,75,0.875,805,4,0.387,4383,2,5,1.049
1,68,0.619,1718,2,0.632,4423,2,5,0.679
1,84,1.049,778,4,0.138,4957,2,6,1.009
0,39,0.625,0,2,0.0,2306,4,6,0.516
0,45,0.452,489,2,0.075,2331,4,5,0.678
0,40,0.429,792,2,0.442,2374,2,4,0.723
1,64,0.561,1963,4,0.702,4255,1,4,0.805
1,69,0.816,1581,4,0.651,3857,3,6,0.694
1,75,0.875,2138,1,0.71,4439,1,4,0.565
1,83,0.804,1769,4,0.784,4717,2,6,0.767
0,42,0.5,0,4,0.0,2539,3,6,0.946
1,67,0.675,1399,4,0.187,3668,1,5,0.533
1,86,0.686,1294,3,0.356,4339,1,6,0.924
1,86,0.686,0,3,0.0,4811,1,5,0.702
1,80,0.86,2248,1,0.381,4042,3,5,0.728
1,81,0.841,1280,4,0.497,4289,1,4,0.718
1,67,0.634,2035,2,0.211,4221,3,4,0.648
1,68,0.659,0,2,0.0,4418,2,4,0.637
0,36,0.44,2389,2,0.234,1563,2,1,0.427
1,73,0.698,1255,1,0.036,3847,3,5,0.731
0,43,0.387,0,3,0.0,2237,3,5,0.794
1,90,0.525,1088,3,0.608,4191,3,4,0.683
1,72,0.8,1032,2,0.136,4080,3,3,1.035
1,74,0.897,1896,0,0.579,4220,3,4,0.725
1,68,0.838,1565,3,0.657,4011,1,6,0.73
1,61,0.743,1448,1,0.731,4639,4,6,0.723
1,71,0.614,0,2,0.0,3444,2,4,0.647
1,62,0.55,1555,4,0.604,4134,3,5,0.583
1,78,0.733,1109,4,0.525,4729,3,3,0.693
1,76,0.551,812,2,0.149,4480,2,3,0.534
1,78,0.814,0,4,0.0,4741,2,3,0.757
1,85,1.024,1865,2,0.613,4854,3,4,0.852
1,81,0.653,2159,2,0.793,4578,3,3,0.846
1,74,0.542,0,2,0.0,4007,1,6,0.888
1,82,0.822,0,3,0.0,4054,1,6,0.597
1,65,0.806,1075,2,0.125,4705,1,5,0.464
1,83,0.804,1662,2,0.715,4471,3,4,0.8
1,74,0.644,1429,3,0.518,5124,3,5,0.718
1,34,0.889,850,2,0.088,2001,2,3,0.481
1,94,0.516,1647,4,0.613,4625,2,4,0.812
1,71,0.732,1923,2,0.714,3837,3,5,0.714
0,43,0.483,412,3,0.265,2341,2,5,0.568
1,61,1.103,0,1,0.0,3383,2,5,0.923
1,73,1.086,1316,3,0.737,4306,3,4,0.704
1,74,0.721,0,4,0.0,3880,3,3,0.715
1,69,0.725,2123,2,0.857,4349,2,3,0.699
1,67,0.675,1031,1,0.141,3812,2,6,0.658
1,62,0.938,1396,3,0.04,3748,3,3,0.688
1,86,0.72,1759,1,0.71,4562,3,3,0.81
1,71,0.651,1870,3,0.199,4301,3,3,0.714
1,70,0.522,1491,2,0.582,4869,2,3,0.733
0,39,0.345,0,3,0.0,1952,2,5,0.563
1,70,0.795,1281,4,0.05,3303,3,4,0.975
1,73,0.921,1581,2,0.214,4311,4,5,0.428
1,80,0.569,1802,4,0.052,4544,3,5,0.912
1,72,0.6,1349,3,0.332,4388,1,6,0.723
1,79,0.756,0,3,0.0,4781,3,4,0.578
1,71,0.614,1617,2,0.602,4183,2,5,0.552
0,52,0.857,0,3,0.0,1959,3,4,0.368
1,69,0.643,2517,2,0.513,4508,3,3,0.982
1,80,0.739,0,1,0.0,4992,2,4,0.629
1,66,0.692,1843,4,0.364,4055,1,3,0.826
1,62,0.632,0,3,0.0,3902,2,5,0.93
0,35,0.522,0,3,0.0,2263,2,5,0.702
1,90,0.8,1338,1,0.478,4869,1,3,0.818
1,89,0.712,1994,2,0.221,5223,3,6,0.919
1,67,0.634,1990,1,0.734,4027,3,4,0.7
0,47,0.469,0,3,0.0,1935,2,3,0.367
1,75,0.974,0,0,0.0,4543,1,3,0.763
1,75,0.596,1901,4,0.649,4041,3,3,0.638
1,76,0.81,1455,4,0.668,5363,1,6,1.001
1,82,0.608,0,1,0.0,3995,3,3,0.751
1,97,0.672,1281,2,0.634,4642,3,5,0.847
0,43,0.483,625,4,0.339,2650,3,3,0.729
1,92,0.736,1144,2,0.063,4846,2,5,0.767
1,71,0.868,1642,2,0.048,4161,3,5,0.891
1,70,0.628,0,4,0.0,4397,3,5,0.666
1,75,0.974,0,3,0.0,4409,1,4,0.829
1,62,0.938,1284,2,0.716,3989,1,3,0.902
1,85,0.932,0,1,0.0,4751,3,3,0.685
0,38,0.407,0,2,0.0,1848,2,3,0.389
1,76,0.767,0,1,0.0,5035,3,6,0.777
1,62,0.676,893,2,0.041,3820,2,4,0.445
0,43,0.303,0,2,0.0,2312,3,3,0.845
1,65,0.912,736,2,0.496,4198,3,3,0.622
1,77,0.833,2282,3,0.911,4333,1,4,0.712
1,92,0.704,1699,2,0.646,4691,3,3,0.668
0,49,0.531,2480,2,0.919,2396,2,5,0.686
1,68,0.838,2234,2,0.676,4006,2,4,0.818
1,78,0.696,857,3,0.029,3429,2,6,0.481
0,37,0.321,347,5,0.168,2157,2,3,0.511
1,72,0.714,1379,3,0.742,4260,1,6,0.836
1,79,0.795,0,1,0.0,4155,1,5,0.682
1,74,0.644,1846,4,0.759,4327,3,4,0.612
1,67,0.914,1579,1,0.262,4712,1,5,0.753
1,80,0.778,1512,3,0.689,4069,2,4,0.725
1,59,1.034,1524,3,0.776,3492,1,4,0.879
0,52,0.486,1125,3,0.782,2534,2,4,0.611
1,70,0.591,1212,3,0.415,3895,1,4,0.662
1,80,0.739,600,1,0.086,4946,3,4,0.653
0,48,0.714,219,4,0.006,1882,3,5,0.482
0,31,0.292,2198,4,0.506,1918,3,5,0.465
0,36,0.333,316,4,0.074,2271,4,5,0.661
1,64,0.778,0,2,0.0,4211,2,3,0.872
1,78,0.95,1516,2,0.636,4917,1,5,0.857
1,68,0.7,0,3,0.0,4588,2,4,0.824
1,86,0.72,1129,2,0.472,4309,2,4,0.695
0,37,0.48,0,3,0.0,2675,2,3,0.735
1,55,0.774,1629,3,0.186,3876,3,5,0.618
0,48,0.548,0,3,0.0,2403,3,3,0.634
1,75,0.63,0,3,0.0,5049,3,3,0.814
1,77,0.604,1386,1,0.218,3709,2,5,0.5
1,79,1.026,1324,3,0.741,4084,3,6,0.684
0,52,0.857,0,4,0.0,2112,2,3,0.674
1,87,0.673,0,3,0.0,3832,3,6,0.634
1,62,0.824,0,4,0.0,4742,2,5,0.798
1,65,0.806,1250,4,0.605,4565,3,4,0.891
1,87,0.977,0,4,0.0,4355,1,6,0.989
1,78,0.592,1893,2,0.069,3934,1,5,0.432
0,46,0.438,0,4,0.0,2437,2,5,0.609
1,82,0.608,1991,1,0.253,3645,3,5,0.654
1,85,0.848,1900,3,0.444,4948,1,5,0.971
0,36,0.636,0,2,0.0,2393,2,1,0.749
1,93,0.691,680,1,0.473,4573,2,5,0.77
1,79,0.411,1777,2,0.081,4694,3,3,0.519
1,66,0.571,1920,4,0.407,4277,1,5,0.596
0,40,0.379,0,4,0.0,2448,2,6,0.823
1,83,0.844,928,4,0.41,4150,3,4,0.662
1,81,0.761,1694,4,0.623,5103,2,3,0.843
1,67,0.914,1305,4,0.083,4313,1,3,0.668
1,67,0.811,1686,4,0.65,4503,2,5,0.624
0,36,0.385,2517,3,0.168,1821,2,4,0.713
1,71,0.775,0,4,0.0,4420,3,3,0.664
1,78,0.814,1623,3,0.601,4171,3,3,0.848
1,72,0.756,1670,0,0.572,4194,1,6,1.041
1,74,0.51,0,1,0.0,4962,1,5,0.861
1,68,0.7,1329,4,0.217,5481,1,5,0.646
1,79,0.837,1733,4,0.542,5026,3,5,0.909
1,83,0.729,997,2,0.081,4960,2,5,0.726
1,82,0.64,0,1,0.0,3928,3,3,0.53
1,74,0.947,0,4,0.0,4009,2,3,0.711
1,62,0.59,2410,2,0.429,3410,2,4,0.962
1,82,0.708,1575,2,0.592,4615,2,6,0.735
1,83,0.694,862,2,0.304,4121,1,4,0.772
1,82,0.864,0,3,0.0,4670,3,6,0.707
1,58,0.812,683,1,0.324,4321,3,6,0.593
1,68,1.061,1413,4,0.095,3899,5,4,0.784
1,79,1.026,894,2,0.562,3698,3,5,0.786
0,38,0.357,2517,4,0.282,2167,3,6,0.661
1,81,0.588,1626,1,0.347,4560,3,6,0.945
1,78,0.814,681,1,0.267,4888,3,5,0.576
1,82,0.907,644,2,0.297,4657,3,6,0.673
0,54,1.077,0,3,0.0,2465,0,4,0.621
1,78,0.95,2180,1,0.643,4585,3,4,0.877
1,81,0.761,1084,2,0.494,4755,3,4,0.974
1,84,0.615,730,3,0.042,4997,3,5,0.837
1,83,0.93,1731,2,0.618,4568,3,4,0.644
1,84,0.647,2231,1,0.199,3692,2,4,0.708
1,76,0.81,1340,2,0.551,4498,5,4,0.668
0,40,0.429,1474,2,0.823,2128,3,3,0.595
1,69,0.568,1740,3,0.641,4208,3,4,0.65
1,89,0.78,0,3,0.0,4617,3,6,0.676
0,40,0.538,0,5,0.0,2276,3,3,0.809
1,75,0.596,0,2,0.0,4464,2,3,0.81
1,78,0.696,1197,2,0.832,4916,2,3,0.917
0,44,0.467,2488,3,0.126,2186,3,4,0.594
1,86,0.792,1899,3,0.768,4408,2,5,0.77
1,72,0.636,0,3,0.0,4537,2,3,0.635
1,53,1.12,722,2,0.502,4983,3,5,0.894
1,76,0.949,1863,3,0.584,4805,3,4,0.77
1,70,0.522,1575,2,0.753,5124,2,4,0.838
1,89,0.78,2517,3,0.854,5259,2,3,0.841
1,71,0.578,0,2,0.0,4334,3,4,0.569
1,74,0.805,1888,2,0.456,3940,1,3,0.561
0,42,0.448,461,3,0.21,1955,3,5,0.636
1,80,0.778,1761,3,0.189,3696,2,5,0.562
0,43,0.536,2517,2,0.677,2587,2,6,0.666
0,33,0.375,0,4,0.0,2384,2,5,0.871
0,43,0.593,0,3,0.0,2445,4,6,0.875
0,37,0.85,621,1,0.306,3142,3,3,1.001
0,44,0.63,781,3,0.059,1927,3,6,0.411
1,79,0.756,1338,1,0.405,5178,1,6,0.615
1,68,0.659,2041,2,0.653,4372,3,6,0.675
1,84,0.909,1153,3,0.802,4263,3,3,0.866
1,35,0.75,1979,0,0.794,1911,2,3,0.629
0,37,0.37,0,2,0.0,2341,4,5,0.868
0,43,0.654,0,3,0.0,2833,2,6,0.983
1,75,0.875,1175,3,0.606,4606,3,4,0.85
1,83,0.804,2002,3,0.628,4606,2,4,0.825
1,68,0.659,1505,2,0.658,4396,1,6,0.788
1,87,0.673,1338,3,0.752,4268,3,3,0.966
1,63,0.658,1480,3,0.624,4228,3,3,0.631
0,43,0.654,0,2,0.0,2205,2,1,0.564
0,33,0.375,0,4,0.0,2020,3,3,0.517
1,84,0.647,1402,3,0.109,4407,3,6,0.783
1,71,0.972,798,4,0.126,4135,3,4,1.042
1,78,0.733,2486,3,0.948,4955,1,5,0.755
0,61,0.694,1293,2,0.702,2077,2,4,0.349
1,70,0.667,0,2,0.0,4524,3,3,0.747
